playerName,age,hometown,college,team,number,height,weight,experience,id
"Kearse, Jermaine",27.0,"Lakewood , WA",Washington,Seattle Seahawks,15,185.42,94.8,6th season,jermainekearse/2532887
"Bush, Reggie",32.0,"San Diego , CA",USC,Buffalo Bills,22,182.88,92.99,12th season,reggiebush/2506874
"Greene, Rashad",24.0,"Albany , GA",Florida State,Jacksonville Jaguars,13,180.34,86.18,3rd season,rashadgreene/2552425
"Sanders, Emmanuel",30.0,"Bellville , TX",Southern Methodist,Denver Broncos,10,180.34,81.65,8th season,emmanuelsanders/497322
"Harper, Roman",34.0,"Prattville , AL",Alabama,New Orleans Saints,41,185.42,92.99,12th season,romanharper/2506893
"Grasu, Hroniss",25.0,"Los Angeles , CA",Oregon,Chicago Bears,55,190.5,137.44,3rd season,hronissgrasu/2552245
"Mebane, Brandon",32.0,"Los Angeles , CA",California,Los Angeles Chargers,92,185.42,141.07,11th season,brandonmebane/2495677
"Dumervil, Elvis",33.0,"Miami , FL",Louisville,Baltimore Ravens,58,180.34,113.4,12th season,elvisdumervil/2495832
"Amaro, Jace",24.0,"Plano , TX",Texas Tech,Tennessee Titans,88,195.58,120.2,4th season,jaceamaro/2543481
"Ogletree, Alec",25.0,"Newnan , GA",Georgia,Los Angeles Rams,52,187.96,111.13,5th season,alecogletree/2540143
"Smith, Steve",38.0,"Los Angeles , CA",Utah,Baltimore Ravens,89,175.26,88.45,17th season,stevesmith/2504595
"Tapper, Charles",24.0,"Baltimore , MD",Oklahoma,Dallas Cowboys,99,187.96,122.92,2nd season,charlestapper/2555245
"Golston, Kedric",34.0,"Tyrone , GA",Georgia,Washington Redskins,64,193.04,149.69,12th season,kedricgolston/2506964
"King, Brandon",23.0,"Alabaster , AL",Auburn,New England Patriots,36,187.96,99.79,3rd season,brandonking/2553665
"Henry, Derrick",22.0,"Yulee , FL",Alabama,Tennessee Titans,22,187.96,112.04,2nd season,derrickhenry/2556075
"Nzeocha, Mark",27.0,Neusitz Germany,Wyoming,Dallas Cowboys,53,190.5,108.41,3rd season,marknzeocha/2552684
"Dixon, Travell",26.0,"Miami , FL",Washington,Carolina Panthers,30,185.42,95.25,1st season,travelldixon/2553875
"Kelly, Dennis",27.0,"Chicago Heights , IL",Purdue,Tennessee Titans,71,203.2,145.6,6th season,denniskelly/2535131
"Villanueva, Alejandro",28.0,"Meridian , MS",Army,Pittsburgh Steelers,78,205.74,145.15,3rd season,alejandrovillanueva/2550130
"Johnson, Lane",27.0,"Cleveland , TX",Oklahoma,Philadelphia Eagles,65,198.12,143.79,5th season,lanejohnson/2539286
"Doctson, Josh",24.0,"Birmingham , AL",Texas Christian,Washington Redskins,18,187.96,93.44,2nd season,joshdoctson/2555343
"Colquitt, Britton",32.0,"Knoxville , TN",Tennessee,Cleveland Browns,4,187.96,92.99,8th season,brittoncolquitt/71259
"Rawls, Thomas",23.0,"Flint , MI",Central Michigan,Seattle Seahawks,34,175.26,97.52,3rd season,thomasrawls/2553733
"Thomas, Josh",28.0,"Cedar Hill , TX",Buffalo,Dallas Cowboys,26,180.34,88.9,7th season,joshthomas/2508121
"Winters, Brian",25.0,"Hudson , OH",Kent State,New York Jets,67,193.04,145.15,5th season,brianwinters/2539247
"Carson, Tra",24.0,"Newboston , TX",Texas A&M,Cincinnati Bengals,39,180.34,102.97,1st season,tracarson/2556493
"Chancellor, Kam",29.0,"Norfolk , VA",Virginia Tech,Seattle Seahawks,31,190.5,102.06,8th season,kamchancellor/494257
"Urbik, Kraig",31.0,"Chicago , IL",Wisconsin,Miami Dolphins,60,195.58,151.5,9th season,kraigurbik/71495
"Mauti, Michael",27.0,"New Orleans , LA",Penn State,New Orleans Saints,56,187.96,110.22,5th season,michaelmauti/2539294
"Mostert, Raheem",25.0,"Daytona Beach , FL",Purdue,San Francisco 49ers,31,177.8,89.36,2nd season,raheemmostert/2553728
"Ebner, Nate",28.0,"Columbus , OH",Ohio State,New England Patriots,43,182.88,99.79,6th season,nateebner/2535132
"Moore, Kellen",27.0,"Prosser , WA",Boise State,Dallas Cowboys,17,182.88,90.72,6th season,kellenmoore/2532917
"Floyd, Sharrif",26.0,"Philadephia , PA",Florida,Minnesota Vikings,73,190.5,141.07,5th season,sharriffloyd/2540150
"Smith, Antone",31.0,"Pahokee , FL",Florida State,Tampa Bay Buccaneers,30,175.26,87.09,8th season,antonesmith/89798
"Mangold, Nick",33.0,"Centerville , OH",Ohio State,New York Jets,74,193.04,139.25,12th season,nickmangold/2495891
"Moses, Morgan",26.0,"Richmond , VA",Virginia,Washington Redskins,76,198.12,151.95,4th season,morganmoses/2543489
"Ijalana, Ben",27.0,"New Brunswick , NJ",Villanova,New York Jets,71,193.04,146.06,7th season,benijalana/2495174
"Perkins, Paul",22.0,"Mesa , AZ",UCLA,New York Giants,28,177.8,94.35,2nd season,paulperkins/2555460
"Develin, James",28.0,"West Chester , PA",Brown,New England Patriots,46,190.5,115.67,5th season,jamesdevelin/2508101
"Callahan, Bryce",25.0,"Moscow , ID",Rice,Chicago Bears,37,175.26,86.64,3rd season,brycecallahan/2553500
"Rhodes, Xavier",26.0,"Miami Gardens , FL",Florida State,Minnesota Vikings,29,185.42,98.88,5th season,xavierrhodes/2540155
"Verrett, Jason",25.0,"Fairfield , CA",Texas Christian,Los Angeles Chargers,22,177.8,85.28,4th season,jasonverrett/2543493
"Gary, Shamiel",27.0,"Tulsa , OK",Oklahoma State,Buffalo Bills,37,182.88,98.43,2nd season,shamielgary/2550292
"Shorts, Cecil",29.0,"Kent , OH",Mount Union,Tampa Bay Buccaneers,10,182.88,91.63,7th season,cecilshorts/2495341
"Jones, Taiwan",28.0,"San Francisco , CA",Eastern Washington,Oakland Raiders,22,182.88,88.45,7th season,taiwanjones/2495467
"Johnson, David",25.0,"Memphis , TN",Northern Iowa,Arizona Cardinals,31,185.42,101.6,3rd season,davidjohnson/2553435
"Williams, Mario",32.0,"Richlands , NC",North Carolina State,Miami Dolphins,94,198.12,136.08,12th season,mariowilliams/2495982
"Jackson, Asa",27.0,"Sacramento , CA",Cal Poly-S.L.O.,Detroit Lions,30,177.8,83.01,4th season,asajackson/2532872
"Sims, Charles",26.0,"Houston , TX",West Virginia,Tampa Bay Buccaneers,34,182.88,95.71,4th season,charlessims/2543770
"Newman, Terence",38.0,"Salina , KS",Kansas State,Minnesota Vikings,23,177.8,89.36,15th season,terencenewman/2505552
"Valles, Hakeem",24.0,"Burlington , NJ",Monmouth (N.J.),Arizona Cardinals,89,195.58,117.93,2nd season,hakeemvalles/2556453
"Prescott, Dak",23.0,"Sulphur , LA",Mississippi State,Dallas Cowboys,4,187.96,102.51,2nd season,dakprescott/2555260
"Condo, Jon",35.0,"Philipsburg , PA",Maryland,Oakland Raiders,59,190.5,108.86,11th season,joncondo/2506223
"Grugier-Hill, Kamu",23.0,"Honolulu , HI",Eastern Illinois,Philadelphia Eagles,54,187.96,99.79,2nd season,kamugrugier-hill/2556363
"Miller, Lamar",26.0,"Miami , FL",Miami (Fla.),Houston Texans,26,177.8,99.79,6th season,lamarmiller/2533034
"Smith, Ryan",23.0,Augsburg Germany,North Carolina Central,Tampa Bay Buccaneers,29,180.34,85.73,2nd season,ryansmith/2555552
"Clady, Ryan",30.0,"Long Beach , CA",Boise State,New York Jets,78,198.12,142.88,10th season,ryanclady/746
"Iupati, Mike",30.0,American Samoa,Idaho,Arizona Cardinals,76,195.58,150.14,8th season,mikeiupati/497016
"Billings, Andrew",22.0,"Waco , TX",Baylor,Cincinnati Bengals,75,185.42,141.07,2nd season,andrewbillings/2555267
"Mariani, Marc",30.0,"Havre , MT",Montana,Tennessee Titans,87,185.42,86.18,8th season,marcmariani/1037885
"Exum, Antone",26.0,"Richmond , VA",Virginia Tech,Minnesota Vikings,32,182.88,99.34,4th season,antoneexum/2543680
"Crosby, Mason",32.0,"Lubbock , TX",Colorado,Green Bay Packers,2,185.42,93.89,11th season,masoncrosby/2507232
"Jones-Quartey, Harold",23.0,"Columbus , OH",Findlay,Chicago Bears,29,180.34,95.25,3rd season,haroldjones-quartey/2553897
"Toler, Greg",32.0,"Washington , DC",St. Paul's (VA),Washington Redskins,20,182.88,81.65,9th season,gregtoler/237680
"Holmes, Tyrone",23.0,"Klamath Falls , OR",Montana,Cleveland Browns,91,187.96,114.76,2nd season,tyroneholmes/2556126
"Griffen, Everson",29.0,"Avondale , AZ",USC,Minnesota Vikings,97,190.5,123.83,8th season,eversongriffen/496790
"McGill, Keith",28.0,"La Mirada , CA",Utah,Oakland Raiders,39,190.5,95.25,4th season,keithmcgill/2543762
"McRoberts, Paul",24.0,"St. Louis , MO",Southeast Missouri State,Los Angeles Rams,8,187.96,90.72,1st season,paulmcroberts/2556615
"Martinez, Blake",23.0,"Tucson , AZ",Stanford,Green Bay Packers,50,187.96,107.5,2nd season,blakemartinez/2555161
"Burley, Marcus",26.0,"Richmond , VA",Delaware,Cleveland Browns,26,177.8,86.18,4th season,marcusburley/2541688
"McGill, T.Y.",24.0,"Jesup , GA",North Carolina State,Indianapolis Colts,99,182.88,140.61,3rd season,t.y.mcgill/2553911
"Tuitt, Stephon",24.0,"Miami , FL",Notre Dame,Pittsburgh Steelers,91,198.12,137.44,4th season,stephontuitt/2543483
"McCoil, Dexter",25.0,"Metairie , LA",Tulsa,Los Angeles Chargers,23,193.04,99.79,2nd season,dextermccoil/2555569
"McClellin, Shea",27.0,"Caldwell , ID",Boise State,New England Patriots,58,190.5,113.4,6th season,sheamcclellin/2532907
"Glasgow, Graham",24.0,"Philadelphia , PA",Michigan,Detroit Lions,60,198.12,139.71,2nd season,grahamglasgow/2555182
"Boehringer, Moritz",23.0,Germany,Unknown,Minnesota Vikings,81,193.04,102.06,1st season,moritzboehringer/2556261
"Jones, Donnie",36.0,"Baton Rouge , LA",LSU,Philadelphia Eagles,8,187.96,100.24,14th season,donniejones/2505889
"Tomlinson, Eric",25.0,"Oklahoma City , OK",Texas-El Paso,New York Jets,83,198.12,119.29,2nd season,erictomlinson/2553744
"Gachkar, Andrew",28.0,"Cheraw , SC",Missouri,Dallas Cowboys,52,187.96,101.6,7th season,andrewgachkar/2499275
"Porter, Sean",26.0,"Randolph Afb , TX",Texas A&M,Jacksonville Jaguars,53,185.42,109.77,4th season,seanporter/2539321
"Klug, Karl",29.0,"La Crosse , WI",Iowa,Tennessee Titans,97,190.5,126.1,7th season,karlklug/2495300
"Mayowa, Benson",25.0,"Los Angeles , CA",Idaho,Dallas Cowboys,93,190.5,108.86,5th season,bensonmayowa/2542009
"Jones, Deion",22.0,"New Orleans , LA",LSU,Atlanta Falcons,45,185.42,100.7,2nd season,deionjones/2555162
"Abdesmad, Mehdi",25.0,"Montreal , Quebec",Boston College,Tennessee Titans,68,198.12,128.82,1st season,mehdiabdesmad/2556718
"Langford, Kendall",31.0,"Petersburg , VA",Hampton,Indianapolis Colts,90,198.12,138.35,10th season,kendalllangford/270
"Swoope, Erik",25.0,"Los Angeles , CA",Miami (Fla.),Indianapolis Colts,86,195.58,116.57,2nd season,erikswoope/2550405
"Powers, Jerraud",29.0,"Decatur , AL",Auburn,Baltimore Ravens,26,177.8,87.54,9th season,jerraudpowers/80680
"Gurley, Todd",22.0,"Baltimore , MD",Georgia,Los Angeles Rams,30,185.42,102.97,3rd season,toddgurley/2552475
"Williams, Dan",30.0,"Memphis , TN",Tennessee,Oakland Raiders,90,187.96,149.69,8th season,danwilliams/2508083
"Latimer, Cody",24.0,"Dayton , OH",Indiana,Denver Broncos,14,187.96,97.52,4th season,codylatimer/2543590
"McCoy, LeSean",28.0,"Harrisburg , PA",Pittsburgh,Buffalo Bills,25,180.34,94.35,9th season,leseanmccoy/79607
"Smith, Harrison",28.0,"Augusta , GA",Notre Dame,Minnesota Vikings,22,187.96,97.07,6th season,harrisonsmith/2532948
"Manhertz, Chris",25.0,"New York , NY",Canisius,Carolina Panthers,82,198.12,115.67,2nd season,chrismanhertz/2552622
"Shipley, A.Q.",31.0,"Beaver Co. , PA",Penn State,Arizona Cardinals,53,185.42,139.25,6th season,a.q.shipley/71461
"Goodwin, C.J.",27.0,"Wheeling , WV",California (PA),Atlanta Falcons,29,190.5,99.79,2nd season,c.j.goodwin/2550767
"Mager, Craig",24.0,"New Braunfels , TX",Texas State,Los Angeles Chargers,29,180.34,90.72,3rd season,craigmager/2552570
"Mack, Alex",31.0,"Los Angeles , CA",California,Atlanta Falcons,51,193.04,141.07,9th season,alexmack/71375
"Kaepernick, Colin",29.0,"Milwaukee , WI",Nevada,San Francisco 49ers,7,193.04,104.33,7th season,colinkaepernick/2495186
"Martin, Doug",28.0,"Oakland , CA",Boise State,Tampa Bay Buccaneers,22,175.26,101.15,6th season,dougmartin/2532899
"Waynes, Trae",24.0,"Kenosha , WI",Michigan State,Minnesota Vikings,26,182.88,86.18,3rd season,traewaynes/2552448
"Wilson, Marquess",24.0,"Tulare , CA",Washington State,Chicago Bears,10,193.04,93.44,5th season,marquesswilson/2540177
"Still, Devon",27.0,"Camden , NJ",Penn State,Houston Texans,91,195.58,138.35,5th season,devonstill/2532954
"Castonzo, Anthony",28.0,"Des Plaines , IL",Boston College,Indianapolis Colts,74,200.66,141.07,7th season,anthonycastonzo/2495137
"Harold, Eli",23.0,"Virginia Beach , VA",Virginia,San Francisco 49ers,58,190.5,120.2,3rd season,eliharold/2552494
"Watson, Benjamin",36.0,"Norfolk , VA",Georgia,Baltimore Ravens,82,190.5,113.85,14th season,benjaminwatson/2506122
"James, Ja'Wuan",25.0,"Atlanta , GA",Tennessee,Miami Dolphins,70,198.12,139.25,4th season,ja'wuanjames/2543755
"McClellan, Albert",31.0,"Lakeland , FL",Marshall,Baltimore Ravens,50,187.96,113.4,7th season,albertmcclellan/496814
"Nelson, J.J.",25.0,"Midfield , AL",Alabama-Birmingham,Arizona Cardinals,14,177.8,72.57,3rd season,j.j.nelson/2552656
"Housler, Rob",29.0,"El Paso , TX",Florida Atlantic,New England Patriots,86,195.58,113.4,5th season,robhousler/2508112
"Quinn, Robert",27.0,"Ladson , SC",North Carolina,Los Angeles Rams,94,193.04,119.75,7th season,robertquinn/2495485
"Smith, Telvin",26.0,"Valdosta , GA",Florida State,Jacksonville Jaguars,50,190.5,98.88,4th season,telvinsmith/2543711
"Howard, Jordan",22.0,"Fairfield , AL",Indiana,Chicago Bears,24,182.88,100.7,2nd season,jordanhoward/2555418
"Silatolu, Amini",28.0,"Redwood City , CA",Midwestern State,Carolina Panthers,66,193.04,145.15,4th season,aminisilatolu/2532947
"Travis, Ross",24.0,"Burnsville , MN",Penn State,Kansas City Chiefs,88,200.66,106.59,2nd season,rosstravis/2554630
"Ward, Channing",24.0,"Aberdeen , MS",Mississippi,Tampa Bay Buccaneers,71,193.04,126.55,2nd season,channingward/2556702
"Slauson, Matt",31.0,"Sweet Home , OR",Nebraska,Los Angeles Chargers,68,195.58,142.88,9th season,mattslauson/81871
"Mariota, Marcus",23.0,"Honolulu , HI",Oregon,Tennessee Titans,8,193.04,100.7,3rd season,marcusmariota/2552466
"Conklin, Jack",22.0,"Plainwell , MI",Michigan State,Tennessee Titans,78,198.12,139.71,2nd season,jackconklin/2555279
"Prater, Matt",32.0,"Mayfield Heights , OH",Central Florida,Detroit Lions,5,177.8,91.17,11th season,mattprater/2506677
"Harris, Dwayne",29.0,"Atlanta , GA",East Carolina,New York Giants,17,177.8,91.63,7th season,dwayneharris/2495159
"Phillips, John",29.0,"Lowmoor , VA",Virginia,New Orleans Saints,86,195.58,113.85,9th season,johnphillips/71435
"Bryant, Armonty",27.0,"Fort Worth , TX",East Central (OK),Detroit Lions,97,193.04,120.2,5th season,armontybryant/2540278
"Clarke, Will",26.0,"Pittsburgh , PA",West Virginia,Cincinnati Bengals,93,198.12,127.01,4th season,willclarke/2543881
"Swanson, Travis",26.0,"Concord , CA",Arkansas,Detroit Lions,64,195.58,137.89,4th season,travisswanson/2543506
"Stewart, Jonathan",30.0,"Fort Lewis , WA",Oregon,Carolina Panthers,28,177.8,108.86,10th season,jonathanstewart/949
"Jerry, John",30.0,"Memphis , TN",Mississippi,New York Giants,77,195.58,154.22,8th season,johnjerry/497018
"Jennings, Rashad",32.0,"Forest , VA",Liberty,New York Giants,23,185.42,104.78,9th season,rashadjennings/71345
"Wallace, Cody",32.0,"Cuero , TX",Texas A&M,Pittsburgh Steelers,72,193.04,134.26,8th season,codywallace/1270
"Wallace, Aaron",23.0,"Los Angeles , CA",UCLA,Tennessee Titans,52,187.96,109.77,2nd season,aaronwallace/2555320
"Gragg, Chris",26.0,"Pine Bluff , AR",Arkansas,Buffalo Bills,89,190.5,110.68,5th season,chrisgragg/2539202
"Kindred, Derrick",23.0,"San Antonio , TX",Texas Christian,Cleveland Browns,30,177.8,95.25,2nd season,derrickkindred/2555540
"Ridgeway, Hassan",22.0,"Richmond , CA",Texas,Indianapolis Colts,91,190.5,143.79,2nd season,hassanridgeway/2555514
"Wilson, Russell",28.0,"Cincinnati , OH",Wisconsin,Seattle Seahawks,3,180.34,97.52,6th season,russellwilson/2532975
"Linsley, Corey",25.0,"Youngstown , OH",Ohio State,Green Bay Packers,63,190.5,136.53,4th season,coreylinsley/2543631
"McCullers-Sanders, Dan",24.0,"Raleigh , NC",Tennessee,Pittsburgh Steelers,93,200.66,159.66,4th season,danmccullers/2550154
"Wilson, Kyle",29.0,"Piscataway , NJ",Boise State,New Orleans Saints,24,177.8,86.18,8th season,kylewilson/79527
"Williams, Maxx",23.0,"Waconia , MN",Minnesota,Baltimore Ravens,87,193.04,116.57,3rd season,maxxwilliams/2552468
"Richard, Jalen",23.0,"Baton Rouge , LA",Southern Mississippi,Oakland Raiders,30,172.72,93.89,2nd season,jalenrichard/2556885
"Carey, Ka'Deem",24.0,"Tucson , AZ",Arizona,Chicago Bears,25,177.8,97.52,4th season,ka'deemcarey/2543551
"Reed, Trovon",26.0,"Thibodaux , LA",Auburn,Los Angeles Chargers,38,182.88,86.64,2nd season,trovonreed/2554352
"James, Cory",24.0,"Del Rio , TX",Colorado State,Oakland Raiders,57,185.42,103.87,2nd season,coryjames/2555303
"Fuller, Kyle",25.0,"Baltimore , MD",Virginia Tech,Chicago Bears,23,180.34,86.18,4th season,kylefuller/2543681
"Brown, Antonio",28.0,"Miami , FL",Central Michigan,Pittsburgh Steelers,84,177.8,82.1,8th season,antoniobrown/2508061
"Olsen, Greg",32.0,"Paterson , NJ",Miami (Fla.),Carolina Panthers,88,195.58,115.67,11th season,gregolsen/2495700
"Martin, Gabe",25.0,"Grand Blanc , MI",Bowling Green State,Arizona Cardinals,50,187.96,107.05,2nd season,gabemartin/2553563
"Peters, Brian",28.0,"Burlington , IA",Northwestern (Ia),Houston Texans,52,193.04,108.86,3rd season,brianpeters/2552730
"Krieger-Coble, Henry",24.0,"West Burlington , IA",Iowa,Denver Broncos,84,190.5,112.49,1st season,henrykrieger-coble/2556580
"Heeney, Ben",25.0,"Overland Park , KS",Kansas,Oakland Raiders,50,182.88,104.33,3rd season,benheeney/2552306
"Butler, Darius",31.0,"Fort Lauderdale , FL",Connecticut,Indianapolis Colts,20,177.8,85.28,9th season,dariusbutler/79897
"Williams, Nick",26.0,"Pensacola , FL",Connecticut,Atlanta Falcons,15,177.8,83.46,3rd season,nickwilliams/2540279
"Fuller, Will",23.0,"Philadelphia , PA",Notre Dame,Houston Texans,15,182.88,81.65,2nd season,willfuller/2555346
"Reynolds, Chase",29.0,"Drummond , MT",Montana,Los Angeles Rams,34,182.88,92.99,5th season,chasereynolds/2531218
"Johnson, Kevin",24.0,"Clarksville , MD",Wake Forest,Houston Texans,30,182.88,83.91,3rd season,kevinjohnson/2552261
"Whitehair, Cody",24.0,"Kearney , NE",Kansas State,Chicago Bears,65,193.04,140.61,2nd season,codywhitehair/2555132
"Carpenter, Dan",31.0,"Omaha , NE",Montana,Buffalo Bills,2,187.96,103.42,10th season,dancarpenter/2507401
"Goode, Brett",32.0,"Canadian , TX",Arkansas,Green Bay Packers,61,185.42,115.67,10th season,brettgoode/2507262
"Kelemete, Senio",27.0,"Seattle , WA",Washington,New Orleans Saints,65,190.5,136.08,5th season,seniokelemete/2532889
"Andrews, David",24.0,"Johns Creek , GA",Georgia,New England Patriots,60,190.5,133.81,3rd season,davidandrews/2553632
"Walden, Erik",31.0,"Dublin , GA",Middle Tennessee State,Indianapolis Colts,93,187.96,113.4,10th season,erikwalden/2507488
"Barron, Mark",27.0,"Mobile , AL",Alabama,Los Angeles Rams,26,187.96,96.62,6th season,markbarron/2532789
"Brown, Sergio",29.0,"Oak Park , IL",Notre Dame,Buffalo Bills,38,187.96,93.89,8th season,sergiobrown/2507834
"Carr, Derek",26.0,"Fresno , CA",Fresno State,Oakland Raiders,4,190.5,97.52,4th season,derekcarr/2543499
"Sterling, Neal",25.0,"Belmar , NJ",Monmouth (N.J.),Jacksonville Jaguars,87,193.04,115.21,3rd season,nealsterling/2553451
"Wynn, Kerry",26.0,"Petersburg , VA",Richmond,New York Giants,72,195.58,119.75,4th season,kerrywynn/2550312
"Ryan, Jake",25.0,"Fairview , OH",Michigan,Green Bay Packers,47,187.96,108.86,3rd season,jakeryan/2552314
"Matthews, Jordan",24.0,"Huntsville , AL",Vanderbilt,Philadelphia Eagles,81,190.5,96.16,4th season,jordanmatthews/2543500
"Copeland, Brandon",25.0,"Sykesville , MD",Pennsylvania,Detroit Lions,51,190.5,119.29,3rd season,brandoncopeland/2541695
"Graham, Brandon",29.0,"Detroit , MI",Michigan,Philadelphia Eagles,55,187.96,120.2,8th season,brandongraham/496788
"Fowler, Bennie",25.0,"Royal Oak , MI",Michigan State,Denver Broncos,16,185.42,96.16,3rd season,benniefowler/2550198
"Killebrew, Miles",24.0,"Anderson , IN",Southern Utah,Detroit Lions,35,187.96,100.7,2nd season,mileskillebrew/2555315
"Addae, Jahleel",27.0,"Valrico , FL",Central Michigan,Los Angeles Chargers,37,177.8,88.45,5th season,jahleeladdae/2541958
"Winn, George",26.0,"Detroit , MI",Cincinnati,New York Giants,44,180.34,97.52,3rd season,georgewinn/2541910
"Atkins, Geno",29.0,"Pembroke Pines , FL",Georgia,Cincinnati Bengals,97,185.42,136.08,8th season,genoatkins/496762
"Levine, Anthony",30.0,"Abbeville , LA",Tennessee State,Baltimore Ravens,41,180.34,90.72,6th season,anthonylevine/2508004
"Rhaney, Demetrius",24.0,"Fort Lauderdale , FL",Tennessee State,Los Angeles Rams,65,187.96,136.53,4th season,demetriusrhaney/2549991
"Rudock, Jake",24.0,"Miami , FL",Michigan,Detroit Lions,14,190.5,93.89,2nd season,jakerudock/2556232
"Lawrence, Demarcus",25.0,"New Ellington , SC",Boise State,Dallas Cowboys,90,190.5,122.47,4th season,demarcuslawrence/2543490
